line,sid,msg,status,category,reason,rule
614,1050,SERVER-WEBAPP iPlanet GETPROPERTIES attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP iPlanet GETPROPERTIES attempt""; flow:to_server,established; content:""GETPROPERTIES"",depth 13; metadata:ruleset community; service:http; reference:bugtraq,2732; reference:cve,2001-0746; classtype:web-application-attack; sid:1050; rev:17; )"
632,1070,SERVER-WEBAPP WebDAV search access,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP WebDAV search access""; flow:to_server,established; content:""SEARCH "",depth 8,nocase; metadata:ruleset community; service:http; reference:bugtraq,1756; reference:cve,2000-0951; classtype:web-application-activity; sid:1070; rev:16; )"
687,1133,INDICATOR-SCAN cybercop os probe,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""INDICATOR-SCAN cybercop os probe""; flow:stateless; ack:0; flags:FPS; content:""AAAAAAAAAAAAAAAA"",depth 16; metadata:ruleset community; service:http; reference:url,attack.mitre.org/techniques/T1018; reference:url,attack.mitre.org/techniques/T1040; reference:url,attack.mitre.org/techniques/T1046; classtype:attempted-recon; sid:1133; rev:18; )"
790,1257,SERVER-OTHER Winnuke attack,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 135:139 ( msg:""SERVER-OTHER Winnuke attack""; flow:stateless; flags:U+; metadata:ruleset community; reference:bugtraq,2010; reference:cve,1999-0153; classtype:attempted-dos; sid:1257; rev:15; )"
816,1289,PROTOCOL-TFTP GET Admin.dll,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp any any -> any 69 ( msg:""PROTOCOL-TFTP GET Admin.dll""; flow:to_server; content:""|00 01|"",depth 2; content:""admin.dll"",offset 2,nocase; metadata:policy max-detect-ips drop,ruleset community; reference:url,www.cert.org/advisories/CA-2001-26.html; classtype:successful-admin; sid:1289; rev:11; )"
834,1327,INDICATOR-SHELLCODE ssh CRC32 overflow,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET $SSH_PORTS ( msg:""INDICATOR-SHELLCODE ssh CRC32 overflow""; flow:to_server,established; content:""|00 01|W|00 00 00 18|"",depth 7; content:""|FF FF FF FF 00 00|"",depth 14,offset 8; metadata:ruleset community; reference:bugtraq,2347; reference:cve,2001-0144; reference:cve,2001-0572; reference:nessus,10607; classtype:shellcode-detect; sid:1327; rev:14; )"
836,1375,SERVER-WEBAPP sadmind worm access,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP sadmind worm access""; flow:to_server,established; content:""GET x HTTP/1.0"",depth 15; metadata:ruleset community; service:http; reference:url,www.cert.org/advisories/CA-2001-11.html; classtype:attempted-recon; sid:1375; rev:12; )"
846,1386,SERVER-MSSQL raiserror possible buffer overflow,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS 139 ( msg:""SERVER-MSSQL raiserror possible buffer overflow""; flow:to_server,established; content:""r|00|a|00|i|00|s|00|e|00|r|00|r|00|o|00|r|00|"",offset 32,nocase; metadata:ruleset community; reference:bugtraq,3733; reference:cve,2001-0542; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-060; classtype:attempted-user; sid:1386; rev:15; )"
855,1398,SERVER-OTHER CDE dtspcd exploit attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 6112 ( msg:""SERVER-OTHER CDE dtspcd exploit attempt""; flow:to_server,established; content:""1"",depth 1,offset 10; content:!""000"",depth 3,offset 11; metadata:ruleset community; reference:bugtraq,3517; reference:cve,2001-0803; reference:nessus,10833; reference:url,www.cert.org/advisories/CA-2002-01.html; classtype:misc-attack; sid:1398; rev:14; )"
864,1409,PROTOCOL-SNMP community string buffer overflow attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 161:162 ( msg:""PROTOCOL-SNMP community string buffer overflow attempt""; flow:to_server; content:""|02 01 00 04 82 01 00|"",offset 4; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:cve,2002-0012; reference:cve,2002-0013; reference:url,www.cert.org/advisories/CA-2002-03.html; classtype:misc-attack; sid:1409; rev:21; )"
870,1415,PROTOCOL-SNMP Broadcast request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp any any -> 255.255.255.255 161 ( msg:""PROTOCOL-SNMP Broadcast request""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1415; rev:18; )"
871,1416,PROTOCOL-SNMP broadcast trap,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp any any -> 255.255.255.255 162 ( msg:""PROTOCOL-SNMP broadcast trap""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1416; rev:18; )"
872,1417,PROTOCOL-SNMP request udp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp $EXTERNAL_NET any -> $HOME_NET 161 ( msg:""PROTOCOL-SNMP request udp""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1417; rev:18; )"
873,1418,PROTOCOL-SNMP request tcp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 161 ( msg:""PROTOCOL-SNMP request tcp""; flow:stateless; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1418; rev:19; )"
874,1419,PROTOCOL-SNMP trap udp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert udp $EXTERNAL_NET any -> $HOME_NET 162 ( msg:""PROTOCOL-SNMP trap udp""; flow:to_server; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1419; rev:18; )"
875,1420,PROTOCOL-SNMP trap tcp,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 162 ( msg:""PROTOCOL-SNMP trap tcp""; flow:stateless; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1420; rev:19; )"
876,1421,PROTOCOL-SNMP AgentX/tcp request,included,behavior_header,"usa apenas cabecalho, fluxo, flags ou metadados do pacote","alert tcp $EXTERNAL_NET any -> $HOME_NET 705 ( msg:""PROTOCOL-SNMP AgentX/tcp request""; flow:stateless; metadata:policy max-detect-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:bugtraq,4132; reference:cve,2002-0012; reference:cve,2002-0013; classtype:attempted-recon; sid:1421; rev:19; )"
877,1422,PROTOCOL-SNMP community string buffer overflow attempt with evasion,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 161:162 ( msg:""PROTOCOL-SNMP community string buffer overflow attempt with evasion""; flow:to_server; content:"" |04 82 01 00|"",depth 5,offset 7; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:snmp; reference:bugtraq,4088; reference:bugtraq,4089; reference:cve,2002-0012; reference:cve,2002-0013; reference:url,www.cert.org/advisories/CA-2002-03.html; classtype:misc-attack; sid:1422; rev:21; )"
882,1428,POLICY-MULTIMEDIA audio galaxy keepalive,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> 64.245.58.0/23 any ( msg:""POLICY-MULTIMEDIA audio galaxy keepalive""; flow:established; content:""E_|00 03 05|"",depth 5; metadata:ruleset community; classtype:misc-activity; sid:1428; rev:8; )"
883,1432,PUA-P2P GNUTella client request,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PUA-P2P GNUTella client request""; flow:to_server,established; content:""GNUTELLA"",depth 8; metadata:ruleset community; classtype:policy-violation; sid:1432; rev:11; )"
886,1435,PROTOCOL-DNS named authors attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""PROTOCOL-DNS named authors attempt""; flow:to_server,established; content:""|07|authors"",offset 12,nocase; content:""|04|bind|00|"",offset 12,nocase; metadata:policy max-detect-ips drop,ruleset community; service:dns; reference:nessus,10728; classtype:attempted-recon; sid:1435; rev:16; )"
891,1441,PROTOCOL-TFTP GET nc.exe,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp any any -> any 69 ( msg:""PROTOCOL-TFTP GET nc.exe""; flow:to_server; content:""|00 01|"",depth 2; content:""nc.exe"",offset 2,nocase; metadata:policy max-detect-ips drop,ruleset community; classtype:successful-admin; sid:1441; rev:11; )"
892,1442,PROTOCOL-TFTP GET shadow,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp any any -> any 69 ( msg:""PROTOCOL-TFTP GET shadow""; flow:to_server; content:""|00 01|"",depth 2; content:""shadow"",offset 2,nocase; metadata:policy max-detect-ips drop,ruleset community; classtype:successful-admin; sid:1442; rev:11; )"
893,1443,PROTOCOL-TFTP GET passwd,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp any any -> any 69 ( msg:""PROTOCOL-TFTP GET passwd""; flow:to_server; content:""|00 01|"",depth 2; content:""passwd"",offset 2,nocase; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2021-1437; reference:url,tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-aironet-info-disc-BfWqghj; classtype:successful-admin; sid:1443; rev:12; )"
894,1444,PROTOCOL-TFTP Get,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP Get""; flow:to_server; content:""|00 01|"",depth 2; metadata:policy max-detect-ips drop,ruleset community; classtype:bad-unknown; sid:1444; rev:10; )"
897,1447,POLICY-OTHER Microsoft Windows Terminal server RDP attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 3389 ( msg:""POLICY-OTHER Microsoft Windows Terminal server RDP attempt""; flow:to_server,established; content:""|03 00 00 0B 06 E0 00 00 00 00 00|"",depth 11; metadata:ruleset community; service:rdp; reference:bugtraq,3099; reference:cve,2001-0540; reference:cve,2001-0663; reference:nessus,10940; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-040; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-052; classtype:protocol-command-decode; sid:1447; rev:20; )"
898,1448,POLICY-OTHER Microsoft Windows Terminal server request attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 3389 ( msg:""POLICY-OTHER Microsoft Windows Terminal server request attempt""; flow:to_server,established; content:""|03 00 00|"",depth 3; content:""|E0 00 00 00 00 00|"",depth 6,offset 5; metadata:ruleset community; service:rdp; reference:bugtraq,3099; reference:cve,2001-0540; reference:cve,2001-0663; reference:nessus,10940; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-040; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-052; classtype:protocol-command-decode; sid:1448; rev:20; )"
1044,1603,SERVER-WEBAPP DELETE attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP DELETE attempt""; flow:to_server,established; content:""DELETE "",depth 7,nocase; metadata:ruleset community; service:http; reference:nessus,10498; classtype:web-application-activity; sid:1603; rev:13; )"
1056,1616,PROTOCOL-DNS named version attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""PROTOCOL-DNS named version attempt""; flow:to_server; content:""|07|version"",offset 12,nocase; content:""|04|bind|00|"",offset 12,nocase; metadata:policy max-detect-ips drop,ruleset community; service:dns; reference:nessus,10028; classtype:attempted-recon; sid:1616; rev:17; )"
1220,1819,SERVER-OTHER Alcatel PABX 4400 connection attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 2533 ( msg:""SERVER-OTHER Alcatel PABX 4400 connection attempt""; flow:to_server,established; content:""|00 01|C"",depth 3; metadata:ruleset community; reference:nessus,11019; classtype:misc-activity; sid:1819; rev:9; )"
1241,1843,MALWARE-BACKDOOR trinity connection attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 33270 ( msg:""MALWARE-BACKDOOR trinity connection attempt""; flow:to_server,established; content:""!@|23|"",depth 3; metadata:ruleset community; reference:cve,2000-0138; reference:nessus,10501; classtype:attempted-admin; sid:1843; rev:11; )"
1251,1853,MALWARE-BACKDOOR win-trin00 connection attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 35555 ( msg:""MALWARE-BACKDOOR win-trin00 connection attempt""; flow:to_server; content:""png []..Ks l44"",depth 14; metadata:ruleset community; reference:cve,2000-0138; reference:nessus,10307; classtype:attempted-admin; sid:1853; rev:12; )"
1278,1881,SERVER-WEBAPP bad HTTP 1.1 request - potential worm attack,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP bad HTTP 1.1 request - potential worm attack""; flow:to_server,established; content:""GET / HTTP/1.1|0D 0A 0D 0A|"",depth 18; metadata:ruleset community; service:http; reference:url,securityresponse.symantec.com/avcenter/security/Content/2002.09.13.html; classtype:web-application-activity; sid:1881; rev:13; )"
1293,1900,SERVER-OTHER successful kadmind buffer overflow attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 749 -> $EXTERNAL_NET any ( msg:""SERVER-OTHER successful kadmind buffer overflow attempt""; flow:to_client,established; content:""*GOBBLE*"",depth 8; metadata:ruleset community; reference:bugtraq,5731; reference:bugtraq,6024; reference:cve,2002-1226; reference:cve,2002-1235; reference:url,www.kb.cert.org/vuls/id/875073; classtype:successful-admin; sid:1900; rev:15; )"
1294,1901,SERVER-OTHER successful kadmind buffer overflow attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 751 -> $EXTERNAL_NET any ( msg:""SERVER-OTHER successful kadmind buffer overflow attempt""; flow:to_client,established; content:""*GOBBLE*"",depth 8; metadata:ruleset community; reference:bugtraq,5731; reference:bugtraq,6024; reference:cve,2002-1226; reference:cve,2002-1235; reference:url,www.kb.cert.org/vuls/id/875073; classtype:successful-admin; sid:1901; rev:16; )"
1369,1980,MALWARE-BACKDOOR DeepThroat 3.1 Connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 2140 ( msg:""MALWARE-BACKDOOR DeepThroat 3.1 Connection""; flow:to_server; content:""00"",depth 2; metadata:policy max-detect-ips drop,ruleset community; reference:nessus,10053; classtype:trojan-activity; sid:1980; rev:13; )"
1370,1981,MALWARE-BACKDOOR DeepThroat 3.1 Connection attempt on port 3150,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 3150 ( msg:""MALWARE-BACKDOOR DeepThroat 3.1 Connection attempt on port 3150""; flow:to_server; content:""00"",depth 2; metadata:ruleset community; reference:nessus,10053; classtype:trojan-activity; sid:1981; rev:12; )"
1372,1983,MALWARE-BACKDOOR DeepThroat 3.1 Connection attempt on port 4120,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 4120 ( msg:""MALWARE-BACKDOOR DeepThroat 3.1 Connection attempt on port 4120""; flow:to_server; content:""00"",depth 2; metadata:ruleset community; reference:nessus,10053; classtype:trojan-activity; sid:1983; rev:11; )"
1379,1990,POLICY-SOCIAL Microsoft MSN user search,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET 1863 ( msg:""POLICY-SOCIAL Microsoft MSN user search""; flow:to_server,established; content:""CAL "",depth 4,nocase; metadata:ruleset community; classtype:policy-violation; sid:1990; rev:7; )"
1433,2044,POLICY-OTHER PPTP Start Control Request attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 1723 ( msg:""POLICY-OTHER PPTP Start Control Request attempt""; flow:to_server,established,no_stream; content:""|00 01|"",depth 2,offset 2; content:""|00 01|"",depth 2,offset 8; metadata:ruleset community; classtype:attempted-admin; sid:2044; rev:8; )"
1436,2047,SERVER-OTHER rsyncd module list access,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 873 ( msg:""SERVER-OTHER rsyncd module list access""; flow:to_server,established; content:""|23|list"",depth 5; metadata:ruleset community; classtype:misc-activity; sid:2047; rev:5; )"
1437,2049,SQL ping attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 1434 ( msg:""SQL ping attempt""; flow:to_server; content:""|02|"",depth 1; metadata:policy max-detect-ips drop,ruleset community; reference:nessus,10674; classtype:misc-activity; sid:2049; rev:9; )"
1444,2056,SERVER-WEBAPP TRACE attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP TRACE attempt""; flow:to_server,established; content:""TRACE"",depth 5; metadata:ruleset community; service:http; reference:bugtraq,9561; reference:cve,2003-1567; reference:cve,2004-2320; reference:cve,2010-0360; reference:nessus,11213; classtype:web-application-attack; sid:2056; rev:12; )"
1486,2104,INDICATOR-COMPROMISE rexec username too long response,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET 512 -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE rexec username too long response""; flow:to_client,established; content:""username too long"",depth 17; metadata:ruleset community; reference:bugtraq,7459; reference:cve,2003-1097; classtype:unsuccessful-user; sid:2104; rev:10; )"
1506,2124,MALWARE-BACKDOOR Remote PC Access connection,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 34012 ( msg:""MALWARE-BACKDOOR Remote PC Access connection""; flow:to_server,established; content:""|28 00 01 00 04 00 00 00 00 00 00 00|"",depth 12; metadata:ruleset community; reference:nessus,11673; classtype:trojan-activity; sid:2124; rev:8; )"
1547,2181,PUA-P2P BitTorrent transfer,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PUA-P2P BitTorrent transfer""; flow:to_server,established; content:""|13|BitTorrent protocol"",depth 20; metadata:ruleset community; classtype:policy-violation; sid:2181; rev:8; )"
1631,2275,SERVER-MAIL AUTH LOGON brute force attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $SMTP_SERVERS 25 -> $EXTERNAL_NET any ( msg:""SERVER-MAIL AUTH LOGON brute force attempt""; flow:to_client,established,no_stream; content:""Authentication unsuccessful"",offset 54,nocase; detection_filter:track by_dst,count 5,seconds 60; metadata:ruleset community; service:smtp; reference:url,attack.mitre.org/techniques/T1110; classtype:suspicious-login; sid:2275; rev:12; )"
1685,2339,PROTOCOL-TFTP NULL command attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP NULL command attempt""; flow:to_server; content:""|00 00|"",depth 2; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,7575; classtype:bad-unknown; sid:2339; rev:9; )"
1716,2375,MALWARE-CNC DoomJuice/mydoom.a backdoor upload/execute,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 3127:3199 ( msg:""MALWARE-CNC DoomJuice/mydoom.a backdoor upload/execute""; flow:to_server,established; content:""|85 13|<|9E A2|"",depth 5; metadata:ruleset community; reference:url,securityresponse.symantec.com/avcenter/venc/data/w32.hllw.doomjuice.html; classtype:trojan-activity; sid:2375; rev:9; )"
1748,2413,SERVER-OTHER ISAKMP delete hash with empty hash attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 ( msg:""SERVER-OTHER ISAKMP delete hash with empty hash attempt""; flow:to_server; content:""|08|"",depth 1,offset 16; content:""|0C|"",depth 1,offset 28; content:""|00 04|"",depth 2,offset 30; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9416; reference:bugtraq,9417; reference:cve,2004-0164; classtype:misc-attack; sid:2413; rev:16; )"
1749,2414,SERVER-OTHER ISAKMP initial contact notification without SPI attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert udp $EXTERNAL_NET any -> $HOME_NET 500 ( msg:""SERVER-OTHER ISAKMP initial contact notification without SPI attempt""; flow:to_server; content:""|0B|"",depth 1,offset 16; content:""|00 0C 00 00 00 01 01 00 06 02|"",depth 10,offset 30; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,9416; reference:bugtraq,9417; reference:cve,2004-0164; classtype:misc-attack; sid:2414; rev:16; )"
1753,2418,POLICY-OTHER Microsoft Windows Terminal Server no encryption session initiation attempt,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET any -> $HOME_NET 3389 ( msg:""POLICY-OTHER Microsoft Windows Terminal Server no encryption session initiation attempt""; flow:to_server,established; content:""|03 00 01|"",depth 3; content:""|00|"",depth 1,offset 288; metadata:ruleset community; reference:cve,2001-0663; reference:url,technet.microsoft.com/en-us/security/bulletin/MS01-052; classtype:attempted-dos; sid:2418; rev:10; )"
1779,2450,POLICY-SOCIAL Yahoo IM successful logon,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5050 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo IM successful logon""; flow:to_client,established; content:""YMSG"",depth 4,nocase; content:""|00 01|"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2450; rev:9; )"
1780,2451,POLICY-SOCIAL Yahoo IM voicechat,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $EXTERNAL_NET 5050 -> $HOME_NET any ( msg:""POLICY-SOCIAL Yahoo IM voicechat""; flow:to_client,established; content:""YMSG"",depth 4,nocase; content:""|00|J"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2451; rev:9; )"
1781,2452,POLICY-SOCIAL Yahoo IM ping,included,"behavior_header,payload_positioned",combina cabecalho/fluxo com payload posicionado por offset/depth; todos os contents possuem offset/depth absoluto,"alert tcp $HOME_NET any -> $EXTERNAL_NET 5050 ( msg:""POLICY-SOCIAL Yahoo IM ping""; flow:to_server,established; content:""YMSG"",depth 4,nocase; content:""|00 12|"",depth 2,offset 10; metadata:ruleset community; classtype:policy-violation; sid:2452; rev:9; )"
